# timestep mean_visual_torque mean_align_torque std_visual_torque std_align_torque
1850000.000000 0.065014 0.434982 0.064698 0.333918
1855000.000000 0.056542 0.432799 0.057270 0.315121
1860000.000000 0.056845 0.426192 0.056426 0.325819
1865000.000000 0.060279 0.445028 0.060332 0.335473
1870000.000000 0.060262 0.431190 0.055281 0.327798
1875000.000000 0.055893 0.465266 0.051418 0.342198
1880000.000000 0.052979 0.423765 0.052235 0.309562
1885000.000000 0.060199 0.446592 0.062317 0.336329
1890000.000000 0.060160 0.451954 0.064178 0.321052
1895000.000000 0.066209 0.434226 0.070810 0.325140
1900000.000000 0.062894 0.443000 0.062179 0.335110
1905000.000000 0.059523 0.421913 0.060370 0.336934
1910000.000000 0.059124 0.453040 0.057439 0.340641
1915000.000000 0.061130 0.436265 0.065416 0.326109
1920000.000000 0.061668 0.437523 0.062159 0.334461
1925000.000000 0.064783 0.461777 0.066526 0.334704
1930000.000000 0.058442 0.450614 0.055854 0.322255
1935000.000000 0.067635 0.455128 0.067760 0.340158
1940000.000000 0.061396 0.431306 0.060527 0.328903
1945000.000000 0.059930 0.436828 0.058873 0.348506
1950000.000000 0.054558 0.442506 0.056333 0.323518
1955000.000000 0.055664 0.447198 0.050640 0.338723
1960000.000000 0.058682 0.452485 0.061205 0.319928
1965000.000000 0.052441 0.426918 0.053413 0.321607
1970000.000000 0.056713 0.439496 0.057534 0.323468
1975000.000000 0.059963 0.462532 0.058408 0.346236
1980000.000000 0.059226 0.467574 0.057989 0.336478
1985000.000000 0.057235 0.460074 0.055373 0.338657
1990000.000000 0.056111 0.438933 0.054929 0.334539
1995000.000000 0.056201 0.461846 0.054894 0.346300
2000000.000000 0.060369 0.468868 0.055978 0.356335
2005000.000000 0.060502 0.439564 0.059793 0.329147
2010000.000000 0.059346 0.459343 0.057328 0.343233
2015000.000000 0.059577 0.434821 0.059507 0.313310
2020000.000000 0.052742 0.443553 0.049664 0.330982
2025000.000000 0.055997 0.461606 0.056603 0.347713
2030000.000000 0.057865 0.422630 0.059271 0.309797
2035000.000000 0.058047 0.437862 0.057029 0.324731
2040000.000000 0.054817 0.443922 0.061856 0.330653
2045000.000000 0.055671 0.428928 0.059338 0.319020
2050000.000000 0.055134 0.461274 0.058570 0.339538
2055000.000000 0.056216 0.430345 0.058393 0.319163
2060000.000000 0.053927 0.433692 0.054746 0.331731
2065000.000000 0.057854 0.471014 0.053589 0.334263
2070000.000000 0.055791 0.441799 0.058155 0.335152
2075000.000000 0.053794 0.435966 0.053292 0.334499
2080000.000000 0.053163 0.451286 0.056424 0.339639
2085000.000000 0.055746 0.457302 0.060938 0.342140
2090000.000000 0.056572 0.452428 0.058490 0.345977
2095000.000000 0.053976 0.450952 0.052720 0.326083
2100000.000000 0.060718 0.429176 0.061410 0.317441
2105000.000000 0.058607 0.450926 0.065433 0.333927
2110000.000000 0.059511 0.437707 0.062053 0.331176
2115000.000000 0.055352 0.441882 0.055785 0.327837
2120000.000000 0.060301 0.471605 0.059242 0.353121
2125000.000000 0.052943 0.415321 0.050715 0.316329
2130000.000000 0.050753 0.432990 0.053739 0.326885
2135000.000000 0.054748 0.453314 0.051769 0.349939
2140000.000000 0.061073 0.440967 0.061359 0.330549
2145000.000000 0.054311 0.424851 0.052526 0.314473
2150000.000000 0.055313 0.429573 0.053405 0.334598
2155000.000000 0.053301 0.447360 0.050603 0.332605
2160000.000000 0.054042 0.448438 0.052904 0.328629
2165000.000000 0.052670 0.441921 0.057517 0.337166
2170000.000000 0.052870 0.438380 0.050943 0.337758
2175000.000000 0.054668 0.462053 0.057167 0.351856
2180000.000000 0.050343 0.453301 0.052987 0.338609
2185000.000000 0.051957 0.443212 0.054629 0.330370
2190000.000000 0.053190 0.426488 0.059230 0.324479
2195000.000000 0.060412 0.443558 0.064744 0.321506
2200000.000000 0.060338 0.456765 0.063554 0.355181
2205000.000000 0.063229 0.456935 0.069840 0.321610
2210000.000000 0.059859 0.448328 0.066005 0.335070
2215000.000000 0.055975 0.422806 0.061857 0.324548
2220000.000000 0.056533 0.431899 0.054134 0.317317
2225000.000000 0.057024 0.443158 0.056287 0.342013
2230000.000000 0.063129 0.468291 0.064053 0.330879
2235000.000000 0.061641 0.439720 0.059923 0.326961
2240000.000000 0.066203 0.454397 0.069341 0.354140
2245000.000000 0.062479 0.445075 0.066772 0.337501
2250000.000000 0.062253 0.444824 0.061872 0.336300
2255000.000000 0.062370 0.454913 0.063664 0.327350
2260000.000000 0.067398 0.438680 0.071030 0.327763
2265000.000000 0.063161 0.442782 0.066186 0.347843
2270000.000000 0.068419 0.462823 0.067779 0.350981
2275000.000000 0.069680 0.448111 0.074112 0.329715
2280000.000000 0.063984 0.470170 0.070018 0.354582
2285000.000000 0.068010 0.446845 0.071847 0.327629
