# timestep mean_visual_torque mean_align_torque std_visual_torque std_align_torque
2744000.000000 0.084343 0.199381 0.070757 0.152581
2751000.000000 0.085802 0.212502 0.074586 0.156947
2758000.000000 0.083599 0.209641 0.070444 0.160324
2765000.000000 0.083375 0.197800 0.075938 0.139097
2772000.000000 0.088588 0.212758 0.077778 0.155814
2779000.000000 0.082040 0.204882 0.073687 0.149691
2786000.000000 0.083913 0.210733 0.080601 0.159826
2793000.000000 0.086410 0.210582 0.073078 0.156144
2800000.000000 0.086892 0.208493 0.073870 0.152830
2807000.000000 0.088903 0.221793 0.079058 0.157108
2814000.000000 0.088558 0.209220 0.076157 0.150525
2821000.000000 0.086921 0.206100 0.077341 0.151191
2828000.000000 0.089682 0.206019 0.080051 0.150419
2835000.000000 0.083990 0.206737 0.075046 0.154172
2842000.000000 0.080063 0.210938 0.069543 0.157814
2849000.000000 0.086347 0.219943 0.073786 0.161242
2856000.000000 0.084219 0.222248 0.073255 0.162407
2863000.000000 0.086152 0.205057 0.071210 0.154137
2870000.000000 0.083684 0.213452 0.074562 0.151326
2877000.000000 0.088189 0.204364 0.079277 0.156841
2884000.000000 0.084106 0.202513 0.072266 0.151547
2891000.000000 0.073130 0.206604 0.064119 0.153968
2898000.000000 0.088771 0.216547 0.073859 0.157893
2905000.000000 0.084639 0.210535 0.076185 0.156089
2912000.000000 0.088842 0.199074 0.078638 0.153954
2919000.000000 0.086019 0.206466 0.076675 0.149075
2926000.000000 0.082961 0.213034 0.074689 0.153719
2933000.000000 0.087831 0.204870 0.079631 0.153662
2940000.000000 0.088527 0.212897 0.081863 0.159051
2947000.000000 0.087629 0.219377 0.075701 0.154538
2954000.000000 0.083270 0.205267 0.072976 0.146450
2961000.000000 0.082973 0.207401 0.076854 0.158170
2968000.000000 0.085771 0.209094 0.074296 0.147027
2975000.000000 0.085709 0.214500 0.075191 0.158311
2982000.000000 0.087738 0.220839 0.074842 0.159750
2989000.000000 0.080848 0.214018 0.068611 0.154794
2996000.000000 0.085350 0.213857 0.079567 0.159956
3003000.000000 0.082883 0.200593 0.069988 0.146258
3010000.000000 0.082589 0.207455 0.069626 0.161043
3017000.000000 0.087818 0.216107 0.077076 0.154506
3024000.000000 0.087065 0.201300 0.074330 0.151775
3031000.000000 0.086720 0.207924 0.076898 0.151679
3038000.000000 0.079559 0.216183 0.069277 0.157178
3045000.000000 0.084440 0.205645 0.071149 0.150819
3052000.000000 0.083889 0.220908 0.071240 0.158980
3059000.000000 0.086419 0.214898 0.076665 0.165991
3066000.000000 0.086086 0.218025 0.078520 0.160193
3073000.000000 0.080718 0.207860 0.070623 0.159482
3080000.000000 0.086857 0.213475 0.074931 0.158121
3087000.000000 0.085949 0.204170 0.075882 0.153046
3094000.000000 0.088283 0.216254 0.076904 0.153930
3101000.000000 0.085310 0.209550 0.074637 0.151837
3108000.000000 0.084280 0.207569 0.075337 0.152768
3115000.000000 0.088546 0.208176 0.076040 0.155928
3122000.000000 0.083508 0.218830 0.073235 0.155387
3129000.000000 0.087714 0.216394 0.075344 0.157055
3136000.000000 0.084813 0.197278 0.077529 0.145251
3143000.000000 0.082969 0.218537 0.068569 0.163579
3150000.000000 0.087504 0.212312 0.074812 0.158256
3157000.000000 0.087151 0.216735 0.080882 0.158586
3164000.000000 0.089689 0.209577 0.076304 0.156067
3171000.000000 0.089944 0.209126 0.076936 0.155308
3178000.000000 0.086794 0.207561 0.077110 0.155468
3185000.000000 0.089359 0.220951 0.080738 0.157500
3192000.000000 0.087650 0.204951 0.076427 0.157511
3199000.000000 0.091072 0.220757 0.076090 0.158699
3206000.000000 0.087579 0.215535 0.078591 0.156778
3213000.000000 0.087577 0.219273 0.080737 0.156203
3220000.000000 0.083657 0.212470 0.074038 0.157692
3227000.000000 0.087297 0.213994 0.074035 0.155526
3234000.000000 0.082580 0.210082 0.075051 0.157859
3241000.000000 0.089022 0.203035 0.075148 0.147300
3248000.000000 0.084759 0.207429 0.072829 0.146493
3255000.000000 0.087252 0.211070 0.075698 0.156401
3262000.000000 0.085229 0.218270 0.078782 0.167178
3269000.000000 0.089643 0.215420 0.077617 0.162776
3276000.000000 0.082263 0.219853 0.068852 0.162808
3283000.000000 0.086349 0.210206 0.072994 0.152136
3290000.000000 0.089049 0.205780 0.077275 0.155640
3297000.000000 0.092139 0.204023 0.080943 0.153850
3304000.000000 0.090420 0.203887 0.076984 0.148536
3311000.000000 0.083826 0.217175 0.074057 0.167195
3318000.000000 0.083461 0.215616 0.074810 0.155885
3325000.000000 0.086312 0.208032 0.075465 0.154042
3332000.000000 0.082893 0.215096 0.074701 0.157190
3339000.000000 0.084553 0.204951 0.072286 0.157680
3346000.000000 0.085678 0.210342 0.074343 0.158046
3353000.000000 0.092721 0.213133 0.084704 0.163247
3360000.000000 0.088568 0.199525 0.073763 0.151598
3367000.000000 0.085122 0.205693 0.073790 0.155206
3374000.000000 0.089966 0.205521 0.080568 0.156468
3381000.000000 0.092508 0.213303 0.084200 0.148871
3388000.000000 0.087417 0.217382 0.077440 0.162907
3395000.000000 0.089309 0.211744 0.075742 0.151207
3402000.000000 0.090666 0.212766 0.080011 0.156729
3409000.000000 0.086174 0.217186 0.076687 0.165003
3416000.000000 0.086815 0.214073 0.079941 0.157893
3423000.000000 0.086310 0.211012 0.073713 0.156460
3430000.000000 0.091010 0.209834 0.084681 0.154876
3437000.000000 0.086192 0.207047 0.072589 0.145574
3444000.000000 0.090051 0.212695 0.080266 0.154474
3451000.000000 0.090440 0.216454 0.079051 0.165472
3458000.000000 0.092695 0.212808 0.076583 0.156900
3465000.000000 0.088491 0.194699 0.079325 0.148028
3472000.000000 0.095695 0.225118 0.084268 0.161194
3479000.000000 0.094030 0.223752 0.087329 0.162464
3486000.000000 0.093422 0.213270 0.081266 0.163196
3493000.000000 0.088325 0.213012 0.074764 0.151602
3500000.000000 0.092356 0.222791 0.078554 0.160280
3507000.000000 0.091842 0.211297 0.085110 0.149990
3514000.000000 0.095634 0.222523 0.082591 0.154058
3521000.000000 0.088238 0.212026 0.078985 0.165304
3528000.000000 0.087738 0.199890 0.077619 0.151902
3535000.000000 0.087153 0.214868 0.075640 0.154017
3542000.000000 0.091240 0.212099 0.078993 0.155370
3549000.000000 0.089007 0.215553 0.078139 0.153241
3556000.000000 0.086748 0.209325 0.077774 0.149570
3563000.000000 0.085616 0.211869 0.081718 0.152546
3570000.000000 0.090497 0.203646 0.079966 0.158758
